prodtaken,age,typeofcontact,citytier,durationofpitch,occupation,gender,numberofpersonvisiting,numberoffollowups,productpitched,preferredpropertystar,maritalstatus,numberoftrips,passport,pitchsatisfactionscore,owncar,numberofchildrenvisiting,designation,monthlyincome
0,61,Company Invited,3,35,Small Business,Female,4,5,Standard,5,Divorced,6,0,2,1,1,Senior Manager,28944
0,48,Self Enquiry,1,9,Small Business,Female,4,4,Deluxe,3,Married,7,0,2,0,2,Manager,23748
0,36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Unmarried,2,0,4,1,1,Executive,22908
0,55,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,22458
0,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,1,Executive,21446
0,47,Self Enquiry,3,17,Small Business,Female,4,5,Standard,3,Divorced,4,1,2,1,2,Senior Manager,27749
0,32,Self Enquiry,1,16,Salaried,Male,3,4,Standard,4,Married,3,0,3,1,2,Senior Manager,29326
1,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Divorced,2,1,5,0,1,Senior Manager,32288
1,34,Self Enquiry,1,17,Small Business,Male,3,6,Basic,3,Married,2,0,5,0,1,Executive,22086
0,31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,2,1,1,Executive,21661
0,36,Self Enquiry,1,23,Salaried,Male,4,4,Standard,3,Divorced,6,1,2,0,2,Senior Manager,26310
1,32,Company Invited,1,27,Salaried,Male,4,4,Standard,3,Divorced,5,0,3,1,1,Senior Manager,28502
1,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628
0,43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Divorced,6,0,3,1,1,Executive,20771
0,37,Company Invited,3,17,Small Business,Male,3,4,Standard,3,Single,3,0,2,1,2,Senior Manager,28658
1,23,Company Invited,1,11,Large Business,Male,3,5,Basic,3,Unmarried,7,0,5,1,1,Executive,22572
0,49,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,22729
0,42,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,2,0,2,Manager,24908
0,36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,1,1,Manager,23395
0,41,Self Enquiry,1,13,Salaried,Female,4,4,Super Deluxe,3,Single,2,0,5,1,3,AVP,31915
0,40,Company Invited,1,15,Salaried,Female,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,22433
0,32,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,25260
0,43,Self Enquiry,1,31,Small Business,Male,3,4,Standard,5,Divorced,3,1,2,1,2,Senior Manager,26084
0,46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Divorced,2,0,5,1,1,Manager,23483
1,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419
0,30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,0,1,Manager,22940
0,32,Self Enquiry,3,14,Salaried,Male,3,5,Standard,3,Married,2,0,3,1,1,Senior Manager,30235
1,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,3,Executive,20556
0,41,Company Invited,3,35,Salaried,Male,3,6,Standard,5,Married,5,0,5,1,1,Senior Manager,29610
0,42,Company Invited,1,9,Salaried,Female,4,5,Deluxe,3,Unmarried,4,1,2,0,1,Manager,25489
0,27,Self Enquiry,3,36,Small Business,Male,3,4,Deluxe,3,Married,7,0,5,1,1,Manager,22984
0,36,Self Enquiry,3,7,Small Business,Female,4,4,Deluxe,3,Unmarried,3,0,4,0,3,Manager,23537
0,35,Self Enquiry,3,28,Salaried,Male,4,3,Deluxe,3,Unmarried,3,0,3,1,1,Manager,24015
1,27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,1,3,Executive,21018
0,38,Self Enquiry,1,7,Large Business,Female,3,4,Standard,3,Unmarried,6,0,5,1,2,Senior Manager,26169
0,47,Company Invited,1,25,Small Business,Female,3,4,Standard,3,Divorced,7,0,3,1,1,Senior Manager,29205
0,38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,2,1,1,Senior Manager,27512
0,53,Self Enquiry,1,13,Large Business,Male,4,4,Deluxe,5,Married,5,1,4,1,3,Manager,24255
1,33,Company Invited,3,18,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,2,Manager,23385
0,25,Company Invited,3,31,Small Business,Male,3,4,Basic,3,Divorced,2,0,4,0,2,Executive,21078
0,39,Self Enquiry,1,17,Small Business,Female,4,4,Deluxe,3,Divorced,5,0,3,1,3,Manager,28502
0,38,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,4,Divorced,8,0,2,1,2,Manager,25125
0,25,Self Enquiry,1,30,Small Business,Male,3,3,Basic,3,Divorced,3,1,4,0,2,Executive,21403
0,27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Divorced,3,0,3,1,1,Manager,24950
0,25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Divorced,3,0,3,1,2,Executive,20805
0,26,Self Enquiry,3,20,Small Business,Male,3,4,Basic,3,Divorced,3,0,3,1,1,Executive,20774
1,25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Divorced,3,1,4,0,1,Executive,21564
1,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Divorced,3,0,5,1,1,Executive,20711
0,35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Divorced,3,1,2,0,1,Executive,22300
1,32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,2,0,1,Manager,22911
0,36,Self Enquiry,1,32,Salaried,Male,3,5,Deluxe,3,Unmarried,6,0,2,0,2,Manager,22359
0,32,Self Enquiry,3,13,Small Business,Male,4,3,Deluxe,3,Married,6,0,5,1,3,Manager,24138
0,28,Self Enquiry,1,13,Small Business,Female,4,5,Basic,3,Married,2,0,2,1,2,Executive,20865
0,38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Divorced,6,1,3,0,2,Manager,28280
0,21,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Unmarried,3,0,4,1,1,Executive,21514
0,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22767
0,39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Unmarried,5,0,2,1,2,Executive,21297
0,44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,1,Manager,24357
0,49,Self Enquiry,1,7,Salaried,Female,3,5,Super Deluxe,5,Divorced,2,0,4,0,2,AVP,34080
0,45,Self Enquiry,2,7,Salaried,Female,3,5,Deluxe,3,Unmarried,6,0,5,1,2,Manager,24663
0,35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,2,Executive,21257
1,28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,0,2,Executive,21719
0,22,Self Enquiry,3,29,Large Business,Male,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,22125
0,23,Self Enquiry,1,13,Small Business,Male,4,4,Basic,3,Divorced,2,0,2,1,1,Executive,21451
0,34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,2,1,2,Manager,25782
0,33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Divorced,3,1,5,1,3,Manager,25000
0,31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761
0,54,Self Enquiry,3,7,Small Business,Female,3,4,Deluxe,5,Unmarried,2,0,2,1,2,Manager,27059
0,35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Divorced,3,0,3,1,1,Executive,21369
1,46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Divorced,4,0,2,0,1,Manager,22964
0,27,Self Enquiry,1,13,Salaried,Female,4,4,Basic,3,Divorced,3,1,2,0,1,Executive,21337
0,38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Divorced,3,0,2,1,1,Senior Manager,28112
0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,2,0,1,Manager,24239
0,36,Self Enquiry,1,13,Salaried,Male,3,6,Deluxe,3,Unmarried,3,0,5,1,1,Manager,25324
0,34,Company Invited,1,13,Salaried,Male,2,4,Deluxe,3,Married,5,0,5,1,1,Manager,26403
0,55,Self Enquiry,2,26,Small Business,Male,3,4,Standard,4,Divorced,4,0,3,1,1,Senior Manager,29403
0,37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,1,1,Manager,27525
0,28,Self Enquiry,1,10,Small Business,Male,3,5,Basic,3,Single,2,0,2,0,1,Executive,20723
1,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,3,Executive,22026
0,24,Self Enquiry,1,11,Small Business,Male,3,3,Basic,5,Divorced,4,0,4,0,2,Executive,21497
0,26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529
0,39,Self Enquiry,3,14,Small Business,Female,3,5,Deluxe,3,Unmarried,2,0,2,1,2,Manager,22706
0,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398
0,49,Self Enquiry,3,9,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,1,Manager,26798
0,28,Company Invited,3,10,Small Business,Female,4,3,Deluxe,3,Married,3,1,2,1,3,Manager,23325
0,38,Self Enquiry,1,17,Salaried,Male,4,3,Basic,3,Unmarried,5,0,4,1,2,Executive,23358
0,51,Self Enquiry,1,35,Small Business,Male,4,3,Basic,3,Divorced,3,1,2,1,3,Executive,21899
0,35,Self Enquiry,1,16,Small Business,Female,3,5,Standard,4,Unmarried,3,0,2,1,2,Senior Manager,27299
1,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,23255
0,40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,2,1,1,Manager,23231
0,33,Self Enquiry,3,17,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,4,0,2,Manager,24074
1,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,5,1,1,Manager,25474
0,39,Self Enquiry,1,7,Salaried,Female,3,3,Deluxe,3,Unmarried,2,0,2,1,2,Manager,26303
0,28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,26090
0,33,Self Enquiry,1,10,Salaried,Female,3,4,Standard,3,Single,5,0,2,1,2,Senior Manager,29837
0,48,Self Enquiry,3,21,Small Business,Male,3,4,Deluxe,5,Unmarried,4,0,2,0,2,Manager,23638
0,41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Divorced,7,1,5,0,2,Senior Manager,29153
0,54,Self Enquiry,1,14,Salaried,Male,3,3,Super Deluxe,3,Divorced,5,0,2,0,1,AVP,33492
0,61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,1,Manager,24083
0,28,Company Invited,1,17,Salaried,Male,3,4,Standard,5,Married,3,0,3,1,1,Senior Manager,27471
0,51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,2,0,2,1,1,Executive,22553
1,29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894
0,37,Company Invited,1,15,Salaried,Female,4,3,Standard,5,Divorced,2,0,3,0,1,Senior Manager,30391
0,39,Self Enquiry,1,7,Salaried,Female,3,4,Standard,3,Unmarried,6,1,2,0,2,Senior Manager,26539
0,45,Company Invited,1,31,Small Business,Male,3,6,Basic,3,Unmarried,4,0,3,0,2,Executive,22386
0,48,Company Invited,3,10,Small Business,Female,3,4,Super Deluxe,3,Married,2,1,5,1,2,AVP,32448
0,31,Self Enquiry,3,34,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,1,1,Manager,23982
0,30,Self Enquiry,3,17,Salaried,Male,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21320
1,43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437
0,44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,0,2,Manager,25482
0,35,Self Enquiry,1,15,Small Business,Female,4,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,24820
0,24,Self Enquiry,1,16,Small Business,Male,3,4,Basic,5,Divorced,3,0,3,0,2,Executive,21178
0,40,Self Enquiry,2,10,Salaried,Female,3,3,Deluxe,4,Divorced,2,0,2,1,1,Manager,25067
0,57,Self Enquiry,1,16,Small Business,Male,3,4,Super Deluxe,3,Divorced,2,0,4,0,1,AVP,29781
0,41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,1,2,Executive,21020
0,28,Self Enquiry,1,14,Small Business,Female,3,5,Deluxe,5,Unmarried,2,0,3,1,1,Manager,25489
0,30,Self Enquiry,3,17,Small Business,Male,3,4,Basic,4,Married,3,0,2,0,2,Executive,20975
0,54,Self Enquiry,1,13,Salaried,Male,3,4,Deluxe,3,Single,4,0,5,1,1,Manager,21128
0,36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,0,1,Manager,23771
0,33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23987
0,39,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Divorced,8,1,4,0,1,Executive,21735
0,35,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,1,Manager,23799
1,34,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364
0,26,Self Enquiry,3,33,Small Business,Female,3,4,Deluxe,3,Unmarried,3,0,4,0,1,Manager,24858
0,46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,0,1,Manager,25310
0,24,Self Enquiry,1,17,Small Business,Male,4,3,Basic,3,Unmarried,3,0,2,1,2,Executive,22183
1,48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Unmarried,6,1,4,1,3,Manager,25075
0,35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,1,Manager,24952
0,37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,2,0,3,Senior Manager,26265
0,53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936
0,27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,3,Executive,23042
0,30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013
1,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,1,2,Manager,24004
0,35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,2,0,1,Executive,21958
0,55,Self Enquiry,1,26,Small Business,Female,4,4,Deluxe,5,Married,2,1,3,0,1,Manager,24163
0,28,Company Invited,3,6,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,0,2,Manager,23020
0,38,Self Enquiry,1,17,Salaried,Female,3,4,Basic,5,Married,2,1,3,1,2,Executive,21460
0,39,Company Invited,1,9,Salaried,Female,4,2,Deluxe,5,Unmarried,8,1,2,1,3,Manager,24658
0,35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059
0,36,Self Enquiry,3,15,Salaried,Female,4,4,Basic,3,Divorced,3,0,3,0,1,Executive,21250
0,31,Self Enquiry,1,7,Salaried,Male,3,6,Basic,3,Divorced,5,0,4,1,1,Executive,22511
0,41,Company Invited,1,9,Small Business,Female,3,2,Deluxe,4,Divorced,3,0,3,0,2,Manager,22922
0,35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Divorced,7,0,2,1,1,Manager,25178
1,24,Self Enquiry,1,13,Salaried,Male,4,2,Basic,5,Divorced,3,1,3,1,3,Executive,20279
0,25,Company Invited,1,16,Salaried,Male,3,5,Basic,4,Married,3,0,5,1,1,Executive,21372
0,53,Self Enquiry,1,18,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,2,1,2,Manager,21827
1,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Divorced,3,1,2,0,1,Executive,20997
0,34,Self Enquiry,1,14,Small Business,Male,3,4,Standard,3,Divorced,2,0,4,0,1,Senior Manager,30369
1,34,Self Enquiry,3,23,Small Business,Female,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002
0,37,Self Enquiry,1,7,Salaried,Female,3,4,Deluxe,4,Divorced,2,0,5,0,1,Manager,23906
0,30,Self Enquiry,1,30,Salaried,Male,3,2,Basic,3,Divorced,3,0,2,1,2,Executive,21378
0,36,Self Enquiry,1,7,Salaried,Female,3,2,Basic,3,Single,5,0,3,0,1,Executive,21184
0,43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,2,1,3,0,2,Manager,24740
1,29,Self Enquiry,1,9,Small Business,Male,3,4,Basic,3,Unmarried,8,0,3,0,1,Executive,23060
0,37,Self Enquiry,2,20,Salaried,Male,3,4,Basic,4,Divorced,6,0,3,1,1,Executive,20821
0,33,Self Enquiry,1,11,Salaried,Female,4,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,24840
0,41,Company Invited,1,23,Small Business,Male,3,5,Deluxe,3,Unmarried,8,0,5,1,2,Manager,23772
0,31,Self Enquiry,1,9,Small Business,Female,3,5,Deluxe,3,Unmarried,7,1,2,1,2,Manager,25555
0,46,Self Enquiry,1,9,Salaried,Female,4,5,Basic,3,Single,3,0,3,1,2,Executive,20952
0,43,Self Enquiry,1,36,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,23112
0,39,Company Invited,1,19,Salaried,Male,3,5,Deluxe,5,Married,4,0,5,1,1,Manager,24966
0,35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,2,Executive,21231
1,50,Self Enquiry,3,18,Small Business,Female,3,4,Standard,3,Divorced,3,0,4,0,2,Senior Manager,26332
1,56,Self Enquiry,3,9,Small Business,Male,3,4,Deluxe,3,Unmarried,6,0,2,0,2,Manager,23838
0,28,Self Enquiry,1,12,Large Business,Male,3,5,Standard,3,Married,3,1,3,0,1,Senior Manager,31486
0,36,Self Enquiry,1,14,Salaried,Male,3,4,Standard,3,Single,5,0,3,0,1,Senior Manager,28899
0,29,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,4,Divorced,3,1,3,1,1,Manager,23457
0,35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415
1,27,Company Invited,1,12,Small Business,Female,3,5,Basic,3,Divorced,3,1,2,0,2,Executive,21044
0,28,Company Invited,1,10,Small Business,Male,3,4,Basic,3,Divorced,3,0,2,1,1,Executive,20384
0,45,Self Enquiry,1,11,Small Business,Male,3,4,Deluxe,4,Unmarried,2,0,2,1,1,Manager,24611
0,26,Self Enquiry,1,9,Small Business,Male,4,2,Basic,5,Unmarried,2,0,2,1,3,Executive,22102
0,34,Self Enquiry,3,7,Small Business,Male,3,2,Deluxe,5,Married,3,0,4,0,1,Manager,22715
0,36,Self Enquiry,1,34,Small Business,Female,3,5,Basic,5,Single,3,0,4,1,2,Executive,21237
0,37,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,1,3,1,2,Manager,24879
0,33,Self Enquiry,3,20,Salaried,Male,4,4,Deluxe,3,Married,4,0,2,0,1,Manager,23081
0,31,Company Invited,1,12,Salaried,Male,4,5,Basic,3,Married,2,0,5,0,1,Executive,22439
0,54,Self Enquiry,3,14,Small Business,Female,4,5,Standard,3,Divorced,2,1,2,0,1,Senior Manager,29612
0,46,Self Enquiry,3,16,Small Business,Male,4,4,Standard,5,Married,6,1,2,1,1,Senior Manager,29439
0,33,Self Enquiry,1,15,Small Business,Female,4,2,Deluxe,3,Divorced,7,0,3,1,3,Manager,23853
0,53,Company Invited,1,32,Small Business,Female,3,5,Super Deluxe,3,Divorced,5,0,5,0,2,AVP,32504
0,38,Self Enquiry,3,23,Small Business,Male,4,5,Deluxe,3,Married,6,0,5,1,3,Manager,25012
0,29,Self Enquiry,2,15,Small Business,Male,4,5,Basic,3,Married,3,0,2,0,2,Executive,23614
0,23,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,8,0,2,1,1,Manager,23453
0,45,Self Enquiry,1,15,Salaried,Male,4,2,Basic,3,Divorced,4,1,3,1,3,Executive,21496
0,43,Company Invited,1,9,Small Business,Male,3,4,Basic,3,Single,7,1,2,0,2,Executive,21193
0,37,Self Enquiry,2,15,Salaried,Male,4,5,Basic,5,Divorced,2,0,2,1,3,Executive,21020
0,26,Self Enquiry,3,10,Salaried,Male,4,4,Deluxe,5,Divorced,3,1,4,1,1,Manager,22872
0,36,Self Enquiry,1,16,Salaried,Female,4,5,Standard,3,Divorced,3,1,4,1,2,Senior Manager,29363
1,36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,0,1,Executive,20700
0,33,Company Invited,1,7,Salaried,Male,4,4,Basic,3,Married,2,0,5,0,1,Executive,20992
0,26,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,5,Divorced,3,0,3,1,2,Manager,22934
0,50,Self Enquiry,1,7,Large Business,Female,3,4,Basic,5,Divorced,4,0,4,1,1,Executive,22258
0,25,Company Invited,1,11,Salaried,Male,3,5,Basic,3,Divorced,2,0,3,0,1,Executive,21840
0,33,Company Invited,3,12,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,25202
0,39,Self Enquiry,3,16,Small Business,Male,4,5,Basic,4,Divorced,2,0,4,0,1,Executive,21577
0,43,Self Enquiry,1,10,Salaried,Female,4,2,Deluxe,3,Divorced,4,1,5,0,1,Manager,23909
0,32,Self Enquiry,1,18,Salaried,Male,3,4,Basic,3,Divorced,5,1,3,1,2,Executive,21034
1,30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,2,0,2,Executive,21478
0,54,Self Enquiry,3,15,Small Business,Male,4,4,Super Deluxe,3,Divorced,7,0,3,0,3,AVP,30514
0,36,Self Enquiry,1,32,Large Business,Male,4,5,Standard,4,Divorced,5,0,3,1,2,Senior Manager,29581
0,38,Company Invited,3,28,Small Business,Female,3,4,Basic,3,Divorced,7,0,2,1,2,Executive,21651
0,54,Self Enquiry,1,30,Salaried,Female,4,4,Super Deluxe,3,Single,8,0,5,1,2,AVP,32953
0,44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,2,1,2,Manager,24240
0,48,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,23215
0,38,Company Invited,3,26,Small Business,Male,3,4,Standard,4,Unmarried,3,1,5,0,1,Senior Manager,26320
0,40,Self Enquiry,2,9,Salaried,Female,3,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23882
0,34,Self Enquiry,2,10,Salaried,Male,3,4,Basic,4,Married,5,1,5,0,2,Executive,20955
1,33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,21473
0,30,Self Enquiry,1,14,Small Business,Female,4,5,Basic,3,Married,8,0,5,1,1,Executive,21210
0,45,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Divorced,3,1,3,1,1,Executive,21237
0,29,Self Enquiry,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23586
1,59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,2,0,1,Executive,21058
0,44,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23443
1,21,Self Enquiry,3,9,Small Business,Female,3,5,Basic,3,Single,3,0,4,0,2,Executive,20722
1,22,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,3,1,2,Executive,21371
0,37,Self Enquiry,1,21,Salaried,Male,4,4,Deluxe,3,Divorced,2,1,5,1,3,Manager,25264
0,48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,1,Executive,21972
1,23,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,1,5,1,2,Manager,22849
1,42,Self Enquiry,1,9,Salaried,Female,3,6,Basic,3,Married,6,1,3,0,1,Executive,21456
0,29,Self Enquiry,1,16,Small Business,Female,4,4,Basic,3,Married,7,0,3,1,2,Executive,21055
1,40,Self Enquiry,1,13,Small Business,Male,4,4,Basic,5,Divorced,2,1,2,1,2,Executive,21082
0,28,Self Enquiry,1,11,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20996
0,35,Self Enquiry,1,17,Salaried,Male,3,4,Basic,4,Married,3,0,2,1,1,Executive,20686
0,43,Self Enquiry,3,21,Small Business,Female,4,5,Deluxe,3,Unmarried,2,0,3,0,1,Manager,24922
0,34,Self Enquiry,1,7,Salaried,Male,4,5,Basic,5,Unmarried,5,1,4,0,1,Executive,21477
0,59,Self Enquiry,1,12,Large Business,Female,3,5,Standard,4,Married,4,1,5,1,2,Senior Manager,29230
0,32,Self Enquiry,3,14,Salaried,Male,3,5,Basic,3,Divorced,5,0,4,1,2,Executive,21007
0,36,Self Enquiry,1,28,Salaried,Female,3,4,Deluxe,3,Divorced,3,1,3,0,2,Manager,22692
0,50,Self Enquiry,1,15,Salaried,Female,3,4,Standard,4,Divorced,6,0,4,0,1,Senior Manager,26081
0,49,Self Enquiry,1,27,Small Business,Male,3,4,Basic,3,Divorced,6,0,2,0,1,Executive,20937
0,32,Company Invited,3,27,Small Business,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,25610
0,37,Self Enquiry,1,14,Salaried,Male,4,4,Basic,3,Unmarried,4,0,3,0,3,Executive,23356
0,39,Self Enquiry,1,7,Large Business,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,32260
0,33,Company Invited,1,7,Salaried,Female,4,5,Basic,4,Divorced,8,0,3,1,1,Executive,21010
1,26,Self Enquiry,3,26,Small Business,Male,3,5,Basic,4,Divorced,3,1,2,0,1,Executive,21091
0,41,Self Enquiry,3,17,Small Business,Male,4,5,Standard,4,Married,4,0,4,1,2,Senior Manager,28383
0,27,Company Invited,3,7,Small Business,Male,3,5,Deluxe,5,Unmarried,3,0,3,1,2,Manager,22972
0,42,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,1,4,1,1,Executive,23399
0,37,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Single,6,0,5,1,1,Executive,21197
1,20,Self Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,2,0,2,Executive,20799
1,21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,2,Executive,21651
0,32,Self Enquiry,1,19,Small Business,Female,3,4,Deluxe,3,Divorced,2,1,4,0,2,Manager,24533
0,41,Company Invited,1,16,Small Business,Male,3,4,Basic,4,Married,2,1,4,0,2,Executive,22295
0,33,Self Enquiry,1,10,Small Business,Female,4,4,Deluxe,5,Divorced,3,0,2,1,2,Manager,25403
